date,tweets,image
2020-11-01 01:45:15,b'@COOKIE_LOLITA Yessss!!! I love it!',none

2020-11-01 01:44:38,"b'\xc2\xb0 Wtf -\n\nOk ??? \n\nAnyways , she walked up to him . \xc2\xb0\n\nHi big bro ! https://t.co/Jii3z2kAze'",none

2020-11-01 01:43:37,b'RT @EmirichuYT: Day 21: Elven\nCharacter: Star Guardian Janna (League of Legends)\n\nDay 29: Lolita \nCharacter: Celestia Ludenberg (Danganronp\xe2\x80\xa6',none

2020-11-01 01:41:47,"b'@foolishprncplty YeS, i was panicking a lot when I saw them bc i yelled at them in the middle of the mall and peopl\xe2\x80\xa6 https://t.co/k7H0zMQMUO'",none

2020-11-01 01:41:02,b'\xc2\xb0 She nodded and walked away to fin the detective . \n\nJust qrt with your other acc msbsjsb \xc2\xb0 https://t.co/UAyoctYDFO',none

2020-11-01 01:39:21,"b""@Playboy__Leader Let's act like only Kodomo can hear her""",none

2020-11-01 01:39:01,b'I should go to Shuichi now . . . https://t.co/YaxVNLNn6m',none

2020-11-01 01:38:37,"b'What a day, Hamdillah \xf0\x9f\x91\xbb\xf0\x9f\x8e\x83\xf0\x9f\x92\x80 #HappyHalloween'",none

2020-11-01 01:38:09,b'RT @Mienolis_Shoujo: congratulations on Halloween!~\xf0\x9f\x8e\x83\xe2\x9c\xa8\xf0\x9f\x8c\x88\xf0\x9f\x91\xbb\n#Halloween2020 #witch #lolita #lolitafashion #kawaii https://t.co/23Cc1hETwV',http://pbs.twimg.com/media/ElsQY1YX0AYMrwe.jpg

2020-11-01 01:37:38,b'@24zeyy yeahhh la pp',none

2020-11-01 01:36:56,"b""RT @SGVY: Happy Tuesday! Here's Tiamat from #FateGO in EGL, or Elegant Gothic Lolita Fashion. Thank you to the commissioner! And thanks to\xe2\x80\xa6""",none

2020-11-01 01:36:38,"b""Mafuyu posted her first video to youtube. She goes around Asakusa in a Lolita dress eating food. It's cute. Please\xe2\x80\xa6 https://t.co/itJZlweoRh""",none

2020-11-01 01:33:04,b'RT @PrincessYUUUH: My gothic lolita coord from today!!! Happy Halloween! \xf0\x9f\x96\xa4\xf0\x9f\x96\xa4\xf0\x9f\x96\xa4\n\n\xf0\x9f\x93\xb8: @SUP3RTOOT https://t.co/zPofkVky0B',http://pbs.twimg.com/media/ElsksNkWoAA9n50.jpg

2020-11-01 01:32:59,b'Now Playing: Lolita by Prince Listen at https://t.co/SPIWRLWkg0 https://t.co/UtjeKKXFg9',http://pbs.twimg.com/media/Els4qMlXUAA6CS8.jpg

2020-11-01 01:32:34,"b'the Astral Dress she wears is made out of crimson and black frills , giving her the appearance of a Gothic Lolita .'",none

2020-11-01 01:30:43,b'@TsDream4 @ShemalesOnCams @TsCamStars @TrannyAmateur @Ts_Lolita @AlenaOstberg @jockosrocket @Jamie_Fiel\xe2\x80\xa6 https://t.co/7bqBKJ1k1Y',none

2020-11-01 01:29:54,"b'RT @itscameliaaa: I dedicate this discovery to my sister, who has shocked me with her investigative skills in the gossipy side of tennis .\xe2\x80\xa6'",none

2020-11-01 01:29:49,"b""It is obviously an advantage to be an attractive, nubile young nymphette on Twitter like Nabakov's Lolita with soft\xe2\x80\xa6 https://t.co/0J70gjfatG""",none

2020-11-01 01:27:04,b'No but seriously lol\nIdk if anyone will care but imma ramble to myself:\nTheir name is Crocqia! I love them very muc\xe2\x80\xa6 https://t.co/kKfeiJx0DB',none

2020-11-01 01:25:11,b'RT @arispe_javier: i don\xe2\x80\x99t know reality bitch i feel like coralline',none

2020-11-01 01:17:56,b'RT @amorhestia: call her lawliets lolita \xf0\x9f\x8d\xad\xf0\x9f\x8d\xab\xf0\x9f\x8d\xb0\xf0\x9f\x8d\xac https://t.co/cOqz9mfTZD',http://pbs.twimg.com/media/ElszypFX0AEBCYj.jpg

2020-11-01 01:17:55,b'RT @amorhestia: call her lawliets lolita \xf0\x9f\x8d\xad\xf0\x9f\x8d\xab\xf0\x9f\x8d\xb0\xf0\x9f\x8d\xac https://t.co/cOqz9mfTZD',http://pbs.twimg.com/media/ElszypFX0AEBCYj.jpg

2020-11-01 01:17:18,b'\xe2\x99\xa1R H trading \n\n(\xe2\x9c\xbf)I still have for trade::\nGoth lolita sleeves\nKitty crossbody\nNocturnal ears\nWitch hat\nKitchen acc\xe2\x80\xa6 https://t.co/hUla0baJQM',none

2020-11-01 01:16:15,b'RT @amorhestia: call her lawliets lolita \xf0\x9f\x8d\xad\xf0\x9f\x8d\xab\xf0\x9f\x8d\xb0\xf0\x9f\x8d\xac https://t.co/cOqz9mfTZD',http://pbs.twimg.com/media/ElszypFX0AEBCYj.jpg

2020-11-01 01:15:58,b'RT @amorhestia: call her lawliets lolita \xf0\x9f\x8d\xad\xf0\x9f\x8d\xab\xf0\x9f\x8d\xb0\xf0\x9f\x8d\xac https://t.co/cOqz9mfTZD',http://pbs.twimg.com/media/ElszypFX0AEBCYj.jpg

2020-11-01 01:15:49,b'RT @jamxaa: \xe2\x80\x9cSorry we don\xe2\x80\x99t sell breakfast at Popeyes\xe2\x80\x9d https://t.co/axhw22oL2V',http://pbs.twimg.com/tweet_video_thumb/ElqcWLoWoAI3bli.jpg

2020-11-01 01:15:28,b'@rhstufff667 OG parasol and ltbs and Lolita goth sleeves',none

2020-11-01 01:15:13,b'RT @amorhestia: call her lawliets lolita \xf0\x9f\x8d\xad\xf0\x9f\x8d\xab\xf0\x9f\x8d\xb0\xf0\x9f\x8d\xac https://t.co/cOqz9mfTZD',http://pbs.twimg.com/media/ElszypFX0AEBCYj.jpg

2020-11-01 01:14:40,b'Made to Order - Hair bow - deep Blue galaxy printed - gothic pastelgoth lolita harajuku romantic anime princess fas\xe2\x80\xa6 https://t.co/1lOPSSptrO',none

2020-11-01 01:14:03,b'RT @amorhestia: call her lawliets lolita \xf0\x9f\x8d\xad\xf0\x9f\x8d\xab\xf0\x9f\x8d\xb0\xf0\x9f\x8d\xac https://t.co/cOqz9mfTZD',http://pbs.twimg.com/media/ElszypFX0AEBCYj.jpg

2020-11-01 01:13:50,b'RT @amorhestia: call her lawliets lolita \xf0\x9f\x8d\xad\xf0\x9f\x8d\xab\xf0\x9f\x8d\xb0\xf0\x9f\x8d\xac https://t.co/cOqz9mfTZD',http://pbs.twimg.com/media/ElszypFX0AEBCYj.jpg

2020-11-01 01:13:16,b'RT @amorhestia: call her lawliets lolita \xf0\x9f\x8d\xad\xf0\x9f\x8d\xab\xf0\x9f\x8d\xb0\xf0\x9f\x8d\xac https://t.co/cOqz9mfTZD',http://pbs.twimg.com/media/ElszypFX0AEBCYj.jpg

2020-11-01 01:13:12,b'RT @amorhestia: call her lawliets lolita \xf0\x9f\x8d\xad\xf0\x9f\x8d\xab\xf0\x9f\x8d\xb0\xf0\x9f\x8d\xac https://t.co/cOqz9mfTZD',http://pbs.twimg.com/media/ElszypFX0AEBCYj.jpg

2020-11-01 01:13:05,b'RT @amorhestia: call her lawliets lolita \xf0\x9f\x8d\xad\xf0\x9f\x8d\xab\xf0\x9f\x8d\xb0\xf0\x9f\x8d\xac https://t.co/cOqz9mfTZD',http://pbs.twimg.com/media/ElszypFX0AEBCYj.jpg

2020-11-01 01:12:55,b'call her lawliets lolita \xf0\x9f\x8d\xad\xf0\x9f\x8d\xab\xf0\x9f\x8d\xb0\xf0\x9f\x8d\xac https://t.co/cOqz9mfTZD',http://pbs.twimg.com/media/ElszypFX0AEBCYj.jpg

2020-11-01 01:12:21,b'RT @Mittens57: Support Lolita\xe2\x80\x99s Retirement - Sign the Petition! https://t.co/vqnCrLmqvq via  @Change',none

2020-11-01 01:11:41,b'@BiGoddess3 @Saad04584669 @TsQueen_Diana @TS_PlayAround @Ts_69_T @Sissy_Trainers @ShemaleSurfer2 @Ts_Lolita\xe2\x80\xa6 https://t.co/nGQZiBr7jM',none

2020-11-01 01:11:05,"b""@SHSL__LOLITA who's ningyo again? &lt;&gt;_&lt;&gt;""",none

2020-11-01 01:11:02,b'RT @DebbieG26645289: Free Lolita now \xf0\x9f\x92\x99\xf0\x9f\x90\x8b she has suffered and been in captivity for 50 years \xf0\x9f\x98\xad so cruel and barbaric being used for entertai\xe2\x80\xa6',none

2020-11-01 01:09:59,b'RT @DebEdmonds60s: Orcas form strong family bonds &amp; stay with mothers for life. #Tokitae/#Lolita\xe2\x80\x99s bond was shattered when stolen from her\xe2\x80\xa6',none

2020-11-01 01:09:39,b'@Playboy__Leader MAYEB I DIDNT PUT IT WELL\nBUT THE \xe3\x80\x8a JELLO \xe3\x80\x8b WAS NI GYO ))',none

2020-11-01 01:08:42,b'Decided on a cute gothic lolita look this year \xf0\x9f\xa5\xb0 everything is selfmade \xf0\x9f\x96\xa4 #Halloween2020 #stayathome https://t.co/LLxUQZkoV1',http://pbs.twimg.com/ext_tw_video_thumb/1322707072308400136/pu/img/9x8OQGeQQNGpVWwk.jpg

2020-11-01 01:06:34,"b""That's like the afterparty on the Lolita Express after visiting pedophile island. https://t.co/O2LRWH4IqL""",none

2020-11-01 01:04:57,"b""\xe3\x80\x8a Heck yeah I ' m still here . \xe3\x80\x8b\n\n\xc2\xb0 Kodomo just thought she imagined something - \xc2\xb0 https://t.co/iUTPMeN5HN""",none

2020-11-01 01:02:00,"b'Lolita, precious .'",none

2020-11-01 01:00:40,b'ignore my lowbudget lolita dress',none

2020-11-01 01:00:25,"b""@draculasguest Thank you!! I actually have another coord I've worn with crocs \xf0\x9f\xa4\xa3 Doing all the cursed Lolita things\xe2\x80\xa6 https://t.co/00TFicnLI8""",none

2020-11-01 00:59:47,"b""Wh - what if she is d - double dead o - or I 'm not able to hold my tics while saying it . . . https://t.co/9aYbdxw4KX""",none

2020-11-01 00:56:14,"b""RT @etnow: We don't know who we love more \xe2\x80\x94 Chris Evans or his dog Dodger. \xf0\x9f\x98\x8d https://t.co/HbAlVsuLrR""",none

2020-11-01 00:56:04,b'ITS NOT EMBARRASSING STFU https://t.co/cgcRNcY7oA',none

2020-11-01 00:54:40,b'@minjoonreaI My Lolita/nymphet obsession in middle school \xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xaf',none

2020-11-01 00:51:53,b'RT @1800callkharlz: 2 night https://t.co/4TE0MEVY7c',http://pbs.twimg.com/media/ElolSNhWkAUJykB.jpg

2020-11-01 00:50:20,b'\xc2\xb0 She nodded . \xc2\xb0 https://t.co/IZQjxOMgWp',none

2020-11-01 00:50:15,b'RT @soracosplayjump: ---- Happy Halloween ----\n\nGothic Lolita\n\nPhoto\xe2\x86\x92@zakuzaku_ronron \n\n#\xe3\x81\x95\xe3\x81\x84\xe3\x81\xa1\xe3\x82\x83\xe3\x81\xbe\xe5\x89\xb5\xe4\xbd\x9c\n#\xe3\x83\x8f\xe3\x83\xad\xe3\x82\xa6\xe3\x82\xa3\xe3\x83\xb3 https://t.co/41GAZ37UiK',http://pbs.twimg.com/media/ElqfPL2U8AAJT0O.jpg

2020-11-01 00:50:03,"b""@really_eat My offer probably isn't that good but Mermaid royalty cb fan and Goth lolita sleeves? \xe4\xb9\x81(\xe1\x97\x92\xef\xb9\x8f\xe1\x97\x95)\xe3\x84\x8f""",none

2020-11-01 00:47:41,b'RT @FUCCl: she wins halloween this year. https://t.co/GXmOJ1FCmr',http://pbs.twimg.com/ext_tw_video_thumb/1322439407585042432/pu/img/8fCWSEhqgYXOBYWM.jpg

2020-11-01 00:47:35,b'@TsQueen_Diana @BiGoddess3 @PleasureTgirl @AnkitaShemale2 @TsBaeX2 @Ts_Lolita @ShemalesOnCams @Sissy_Trainers\xe2\x80\xa6 https://t.co/HySrcopWWr',none

2020-11-01 00:46:57,b'@CuCaller I will end them for u https://t.co/XG2kn9TisI',http://pbs.twimg.com/media/ElsuHr1U4AEQRzs.jpg

2020-11-01 00:46:13,b'RT @sheamasochist: oh i think that i found myself a cheerleader \xf0\x9f\x93\xa3 https://t.co/AZE2gMaquv',http://pbs.twimg.com/media/ElsJZQ8W0AAShoJ.jpg

2020-11-01 00:46:12,"b""Hmm, that's an idea. A magical girl who's the servant of an eldritch goddess. And she can transform into horrifying\xe2\x80\xa6 https://t.co/XA9BJgtMVB""",none

2020-11-01 00:45:56,b'@Eide_teker thank you so much!! \xf0\x9f\xa5\xba I normally don\xe2\x80\x99t do my natural hair with Lolita as wigs generally look better but\xe2\x80\xa6 https://t.co/2Limtvaubz',none

2020-11-01 00:44:58,b'@terribletim The lolita lollipop lickin cigar sniffin Willie Clinton!',none

2020-11-01 00:44:06,"b'RT @Blackkout__: I don\xe2\x80\x99t know her but her story makes me sad. If anyone is hiring in New York, plug her in \xf0\x9f\x98\xad https://t.co/sPWZBFzBHP'",http://pbs.twimg.com/ext_tw_video_thumb/1321275580176863239/pu/img/mQGvbGIxnCUH4Hdk.jpg

2020-11-01 00:43:41,"b'@terribletim Soros is still walking! Big O, HRC, The Lolita lollipop licker husband of hers is still walking!'",none

2020-11-01 00:42:35,b'RT @missezrenee: I love hearing sex story\xe2\x80\x99s I be like \xe2\x80\x9cand then what??\xe2\x80\x9d https://t.co/uL5J1ClqA2',http://pbs.twimg.com/media/ElhgiOBWoAIafiO.jpg

2020-11-01 00:42:21,b'I will never understand the mentality of honking at or screaming out your car window at people walking on the sidew\xe2\x80\xa6 https://t.co/lg6j71FnNO',none

2020-11-01 00:41:25,b'I - it seems dangerous . . . https://t.co/7H6aqgu2lg',none

2020-11-01 00:40:03,b'@_1312acab Do you???!!!! https://t.co/ASkiC8pEnJ',http://pbs.twimg.com/ext_tw_video_thumb/1322699838035734534/pu/img/D8iNjrfELSFQAkpL.jpg

2020-11-01 00:39:40,b'@denise_valdivia Japanese Anime Sissy Maid Dress Cosplay Sweet Classic Lolita Fancy Apron Maid Dress with Socks Glo\xe2\x80\xa6 https://t.co/cc4jiZIgc4',none

2020-11-01 00:39:04,b'Lolita is a buddy roadtrip movie like Dumb &amp; Dumber',none

2020-11-01 00:38:51,b'R - really ? . . .\n\nH - he could ?\n\n\xc2\xb0 Sparkly eyes . \xc2\xb0 https://t.co/UgWb0pGjW7',none

2020-11-01 00:38:33,b'@Wolfophobic2 @ThatOldSheepDog As much as I ashamed to admit knowing any weeb lore I don\xe2\x80\x99t think gothic lolita has\xe2\x80\xa6 https://t.co/wOR6oSwI1U',none

2020-11-01 00:37:47,b'@Devastator619 @LuengoTrans @ShemalesOnCams @ShemaleSurfer2 @SinnersHaven_ @SEXYBEAST742 @Ts_Lolita @AlenaOstberg\xe2\x80\xa6 https://t.co/EpuXeQpHfi',none

2020-11-01 00:36:46,b'I - I want m - m - nyah ! My big sis . . . https://t.co/TV2TFwcyiy',none

2020-11-01 00:30:38,b'Check out what I just added to my closet on Poshmark: Halloween Lolita Dress. https://t.co/Q2F2bXOzIX via @poshmarkapp #shopmycloset',none

2020-11-01 00:30:20,"b'@evil_trashbear \xe3\x80\x8a She is the ultimate Lolita , little sister of miss Ningyo . \xe3\x80\x8b'",none

2020-11-01 00:29:24,"b'RT @mctwtcafe: -\n[\xf0\x9f\x8e\x83]\nyou received a delivery !\n\nfrom: lolita\nto: @bunnykiyo\n\n""i love you loser &lt;3"" https://t.co/6xdeb9LOHn'",none

2020-11-01 00:28:16,b'@tshunter007 @ShemalesOnCams @Devastator619 @ShemaleSurfer2 @SinnersHaven_ @SEXYBEAST742 @Ts_Lolita @AlenaOstberg\xe2\x80\xa6 https://t.co/o4Y667K1ue',none

2020-11-01 00:26:50,b'RT @angry_nettle: Late night drawing of a sweetie lolita vocaloid. #Mayu #Vocaloid https://t.co/jabryKpEUQ',http://pbs.twimg.com/media/ElSL_9zW0AEwFTi.jpg

2020-11-01 00:26:21,"b""@shadowsmith97 YOU'D THINK SO but nah they went Lolita vampire?""",none

2020-11-01 00:26:08,"b""Guess who has over 2k candies left for next halloween because I wanted to save them for the goth Lolita sleeves but I didn't have enough""",none

2020-11-01 00:25:47,"b'\xc2\xb0 She nodded again , taking deep breaths despite being interrupted by he tics . \n\nShe ended up calming down around\xe2\x80\xa6 https://t.co/Km7i9qlflU'",none

2020-11-01 00:25:36,b'which is better for my hh20?\n1. new lucky\n2. OG parasol and ltbs and Lolita goth sleeves\n3. new mermaid+rr set+80k+\xe2\x80\xa6 https://t.co/We9Qpe2ReE',none

2020-11-01 00:23:21,b'@Camillealbs Confession nocturne \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',none

2020-11-01 00:22:48,"b'\xc2\xb0 She nodded , still hugging back tightly while trying to calm down , still ticcing which btw , causes her pain . \xc2\xb0\xe2\x80\xa6 https://t.co/i2MpgemhDI'",none

2020-11-01 00:21:12,b'@apricotcrownx Beautyyyy \xf0\x9f\x92\x95\xf0\x9f\x99\x8f\nAaaa I wish we coulda dressed lolita together \xf0\x9f\x98\xad you look amazin!',none

2020-11-01 00:21:06,b'@Camillealbs \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 jai ton kdo mon chou',none

2020-11-01 00:19:44,"b'LOLITA Original Poster 1962 Stanley Kubrick Title Rolled 23.6"" by freddymietoff https://t.co/fUkIbsaEGn via @Etsy'",none

2020-11-01 00:18:41,"b""I - uwu ! D - don ' t wann - nyah ! Loose so - omeone el - boop ! Else . . .\n\n\xc2\xb0 She kept hugging back , crying . \xc2\xb0 https://t.co/ASbdY8UEyG""",none

2020-11-01 00:17:47,b'Steampunk Lolita and Plague Doctors Cat Princess Daughter \xf0\x9f\x98\x85 https://t.co/xpcKBAyGlk',http://pbs.twimg.com/media/ElsncisWkAEeAF_.jpg

2020-11-01 00:16:59,b'RT @angry_nettle: Late night drawing of a sweetie lolita vocaloid. #Mayu #Vocaloid https://t.co/jabryKpEUQ',http://pbs.twimg.com/media/ElSL_9zW0AEwFTi.jpg

2020-11-01 00:16:12,b'RT @art_rockwell: hey lolita hey \n  https://t.co/4Cnc3rDfUb',http://pbs.twimg.com/ext_tw_video_thumb/1179163640928194561/pu/img/U-Hb2efpTfUoQhf4.jpg

2020-11-01 00:15:46,b'Selling this for ROBUX (group founds)\nMLR skirt\nMermaid Royalty\nNocturnal Ears\nKitty Crossbody\nGothic Lolita Sleeve\xe2\x80\xa6 https://t.co/4HOQASm1rT',none

2020-11-01 00:15:10,b'@RandomPersonHi2 OG parasol and ltbs and Lolita goth sleeves',none

2020-11-01 00:14:04,b'@Jessyisback2 @TsQueen_Diana @giusytrav @AlenaOstberg @Maddiewasmatty @worldsback1 @KindofTs @MistressBella29\xe2\x80\xa6 https://t.co/pJ2OIRcHoo',none

2020-11-01 00:12:36,"b"". . . I - I don't like this . . . \n\nI ' m scared . . .\n\n\xc2\xb0 She is crying , beginning to tic , a lot . \xc2\xb0 https://t.co/LN894Ykrw0""",none

2020-11-01 00:11:40,"b'@GAYGEMINIMOON @angrybIackgirI for the lolita, https://t.co/Ic8B8TH09k'",http://pbs.twimg.com/media/ElsmCjgXYAE6G3p.jpg

2020-11-01 00:09:59,b'O - okies . . .\n\n             What is happening . . .\n\nWhy is everyone talking weirdly . . . https://t.co/B5G9GM30Xi',none

2020-11-01 00:09:17,b'RT @islamandlife: You have two friends in this life:\n\n1: Allah\n\n2: Those who remind you of Allah',none

2020-11-01 00:08:40,"b""Are you nyah ! Dying ! ?\n                  You aren -  uwu ! \nYou aren ' t leaving right ! ? https://t.co/YQLscgfi5P""",none

2020-11-01 00:05:49,b'My gothic lolita coord from today!!! Happy Halloween! \xf0\x9f\x96\xa4\xf0\x9f\x96\xa4\xf0\x9f\x96\xa4\n\n\xf0\x9f\x93\xb8: @SUP3RTOOT https://t.co/zPofkVky0B',http://pbs.twimg.com/media/ElsksNkWoAA9n50.jpg

2020-11-01 00:04:45,b'RT @melifaracco: 3 more days for 4 more years!!! #TRUMP2020 #MAGA @realDonaldTrump https://t.co/DoZLuqdG8V',http://pbs.twimg.com/tweet_video_thumb/Elqg3AnXIAAOfRX.jpg

2020-11-01 00:04:19,"b'\xc2\xb0 Sof ran up to Kokichi , hugging him . \xc2\xb0\n\nA - are you okie ? ! https://t.co/ofxtohBENz'",none

2020-11-01 00:04:17,"b'ug, wanted to wear my gothinc lolita dress today for halloween but it is too hot'",none

2020-11-01 00:03:22,"b""@UltimateNavi \xe3\x80\x8a I ' m just joking . \xe3\x80\x8b""",none

2020-11-01 00:03:07,b'Pulled out Whispers in Silence for some Halloween fun! Also got to bring out my favorite Lolita dress &lt;3\n\nHead made\xe2\x80\xa6 https://t.co/51bL7atptr',none

2020-11-01 00:03:01,"b'RT @Nyx_Art: \xc2\xb0\xe2\x98\x86\xf0\x9f\x8e\x83 Witchy Lolita Adoptable!! \xf0\x9f\x8e\x83\xe2\x98\x86\xc2\xb0\n\nDM me if interested! Have a spooky owoween ~ \nRT and likes are greatly appreciated, thank y\xe2\x80\xa6'",none

2020-11-01 00:02:53,"b'RT @shedisease: @kitaakes junpei googling frantically at 3 am ""difference between goth and emo"" ""difference between goth and emo and lolita""'",none

2020-11-01 00:02:27,"b""My followers are in luck! There's a brand new post on my FanCentro Feed... check it out here\xe2\x80\xa6 https://t.co/GGvfeRcAMj""",none

2020-11-01 00:00:22,b'@Lolita_Love93 You\xe2\x80\x99re the apple of my eye as well \xf0\x9f\x98\xad\xf0\x9f\x98\x8c\xf0\x9f\x92\x99\xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbe',none

2020-10-31 23:58:15,"b""offering these: \n10k + (2) gothic lolita sleeves + 1 arachnofabulous earrings + dv puppy ears + ice's ufo + magical\xe2\x80\xa6 https://t.co/b5AiLtaQKZ""",none

2020-10-31 23:57:58,"b'@tweetmommybop @Oreo That was the donkey and his friends Epstein, Weinstein, Clinton and Biden who are sniffing, ru\xe2\x80\xa6 https://t.co/LBLuHh8Qoh'",none

2020-10-31 23:57:52,b'@yoosungsies yo I dont like the way the word lolita is included in there',none

2020-10-31 23:57:31,b'\xe2\x86\xa0Se sleeves x1\n\xe2\x86\xa0Fluttering Butterfly Sleeves x1\n\xe2\x86\xa0Studded Rose Garters x1\n\xe2\x86\xa0Arachnofabulous Earings x3\n\xe2\x86\xa0Gothic Lolita\xe2\x80\xa6 https://t.co/oVis5LBxfd',none

2020-10-31 23:56:21,b'\xf0\x9f\x92\x97 Selling:  \n\xe2\x86\xa0Se sleeves\n\xe2\x86\xa0Fluttering Butterfly Sleeves\n\xe2\x86\xa0Studded Rose Garters\n\xe2\x86\xa0Arachnofabulous Earings\n\xe2\x86\xa0Gothic Lolit\xe2\x80\xa6 https://t.co/bZgqNxpH49',none

2020-10-31 23:54:30,b'RT @jivke: sweet lolita peach   #peachlookbook https://t.co/IbY4FAuQqh',http://pbs.twimg.com/media/EKrGOz3U0AAFkET.png

2020-10-31 23:53:44,"b""@cry_babitch i showed her that song and she didn't say anything :( now we're listening to lolita""",none

2020-10-31 23:51:55,b'O - oh sorry . . .\n\n            But . . . I was confused . . .\n\nWhat is happening ? . . . https://t.co/h66qwpj8Yq',none

2020-10-31 23:51:00,b'@ohtobeskinny3 https://t.co/RBOWzVt4pB heres the linkkkkk!!!!',none

2020-10-31 23:49:37,b'What happened to you big bro ? . . . https://t.co/b3a8OdjCpg',none

2020-10-31 23:49:32,"b'What are people offering for the Goth Lolita Sleeves , Kitty Crossbody , Nocturnal Kitty Ears?\n\nI might buy mutiple\xe2\x80\xa6 https://t.co/i24d71MxwJ'",none

2020-10-31 23:49:04,b'Debating on... selling my lolita....',none

2020-10-31 23:48:16,b'I like to think that Tsukasa really likes to dress Nene up with a lolita type of fashion based on T.P.A and persona\xe2\x80\xa6 https://t.co/PQgHr01XMX',none

2020-10-31 23:47:44,b'decided to wear sweet lolita tonight...first time wearing this angelic pretty dress \xf0\x9f\x98\x8a\xf0\x9f\x92\x95 https://t.co/mXAWtAnjwz',http://pbs.twimg.com/media/ElsgfqTWoAM-IYm.jpg

2020-10-31 23:47:18,b'RT @idontlovejingyi: \xf0\x9f\xa7\xb8 cuddly lolita #adoptables \xf0\x9f\xa7\xb8 \n\n\xf0\x9f\x92\x9d based on Pastel Girl\n\xf0\x9f\x92\x9d SB is 2\xe2\x98\x95 each \n\xf0\x9f\x92\x9d MI is 1\xe2\x98\x95 \n\xf0\x9f\x92\x9d AB is 6\xe2\x98\x95 each\n\xf0\x9f\x92\x9d option 1: bid &amp;\xe2\x80\xa6',none

2020-10-31 23:46:27,b'offering these items for noc ears:\n5k + (2) gothic lolita sleeves + 1 arachnofabulous earrings + dv puppy ears + ic\xe2\x80\xa6 https://t.co/Fa6HI8L8YM',none

2020-10-31 23:42:50,b'@TsQueen_Diana @TsBaeX2 @BiGoddess3 @PleasureTgirl @AnkitaShemale2 @Ts_Lolita @ShemalesOnCams @Sissy_Trainers\xe2\x80\xa6 https://t.co/FxbXT2n9Y9',none

2020-10-31 23:42:15,b'@SHSL__LOLITA Wait...',none

2020-10-31 23:42:00,b'@SHSL__LOLITA LETS BE LONELY TOGETHER :D',none

2020-10-31 23:41:24,b'@UltimateNavi Then I could be lonely with uuuuuu \xe2\x99\xa1 https://t.co/x6afjVFB7Y',http://pbs.twimg.com/media/ElsfHmgXUAMoI_Y.jpg

2020-10-31 23:41:07,b'offering these items for noc ears!!!!\n5k + (2) gothic lolita sleeves + 1 arachnofabulous earrings + dv puppy ears +\xe2\x80\xa6 https://t.co/1AWKDyFeA3',none

2020-10-31 23:40:54,b'Big bro ? . . . \n\nWhat are you saying ? \n\n\xc2\xb0 Smol head tilt from sof \xc2\xb0 https://t.co/KR8viUAK81',none

2020-10-31 23:40:19,"b""Braids checked \nNails almost checked \nMan checked \nI'm really good place rn""",none

2020-10-31 23:38:45,"b'RT @darkyjoe_: Halloween video call with @_nyanssu oc, Angkasa! Thank you Mir\xe2\x9c\xa8\xf0\x9f\x92\x9b finally they can meet each other\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad\nAnw Rei agreed to do thi\xe2\x80\xa6'",none

2020-10-31 23:38:37,b'hey lolita hey \n  https://t.co/4Cnc3rDfUb',http://pbs.twimg.com/ext_tw_video_thumb/1179163640928194561/pu/img/U-Hb2efpTfUoQhf4.jpg

2020-10-31 23:37:53,"b""You look like Marilyn Manson with glasses. Worse, your GED interview shows you DON'T know what the electoral colleg\xe2\x80\xa6 https://t.co/XaDiD2h3S3""",none

2020-10-31 23:34:35,b'RT @heyohsuga: lolita: *is actually a baby* *the cutest human alive*\nnia: *says it to her*\nlolita: *does not understand*',none

2020-10-31 23:33:40,"b'-\n[\xf0\x9f\x8e\x83]\nyou received a delivery !\n\nfrom: lolita\nto: @bunnykiyo\n\n""i love you loser &lt;3"" https://t.co/6xdeb9LOHn'",http://pbs.twimg.com/media/ElsdTbuUYAAFNjN.jpg

2020-10-31 23:33:17,b'Was that her voice ? . . . https://t.co/7vjuarSzzJ',http://pbs.twimg.com/media/ElsdQtVXIAERNxy.jpg

2020-10-31 23:33:15,b'@cannibawism HAHSJANNZNWKDN THANK U!!!!! living my gothic ouji lolita dreams rn',none

2020-10-31 23:32:51,b'lolita: *is actually a baby* *the cutest human alive*\nnia: *says it to her*\nlolita: *does not understand* https://t.co/QKNBi7OKAK',none

2020-10-31 23:32:50,b'RT @sarahw: For years I have wondered about Sue Lyon and how her life veered so sharply downward from the early stardom of LOLITA. Some ans\xe2\x80\xa6',none

2020-10-31 23:31:41,"b'The Astral Dress she wears is made out of crimson and black frills, giving her the appearance of an elegant Gothic Lolita.'",none

